"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order","Family"
"2509","ASV28","SRR2923361",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2871","ASV30","SRR2923802",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"2908","ASV30","SRR2923754",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3303","ASV34","SRR2923803",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3745","ASV455","SRR2923395",15,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"4072","ASV9","SRR2923809",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"4135","ASV92","SRR2923811",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"4173","ASV92","SRR2923380",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"451","ASV133","SRR2923399",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"487","ASV133","SRR2923809",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"503","ASV133","SRR2923383",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"2012","ASV226","SRR2923390",14,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"2028","ASV235","SRR2923797",14,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2302","ASV26","SRR2923376",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2530","ASV28","SRR2923397",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2923","ASV30","SRR2923349",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3483","ASV378","SRR2923799",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3675","ASV425","SRR2923368",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae"
"3696","ASV455","SRR2923772",14,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"4185","ASV92","SRR2923366",14,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"93","ASV1001","SRR2923805",13,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"488","ASV133","SRR2923787",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"501","ASV133","SRR2923354",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"599","ASV134","SRR2923387",13,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae"
"954","ASV16","SRR2923391",13,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"1026","ASV1636","SRR2923789",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae"
"1070","ASV1638","SRR2923751",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1656","ASV2037","SRR2923750",13,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae"
"1772","ASV2060","SRR2923797",13,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae"
"1928","ASV221","SRR2923376",13,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"2301","ASV26","SRR2923375",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2906","ASV30","SRR2923366",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"2910","ASV30","SRR2923354",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3689","ASV455","SRR2923768",13,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"3710","ASV455","SRR2923375",13,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"3904","ASV51","SRR2923789",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3929","ASV51","SRR2923369",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3987","ASV821","SRR2923400",13,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"167","ASV107","SRR2923757",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"227","ASV1182","SRR2923803",12,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"362","ASV1229","SRR2923376",12,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"1145","ASV164","SRR2923361",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1175","ASV164","SRR2923393",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1202","ASV1689","SRR2923803",12,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1897","ASV221","SRR2923792",12,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1947","ASV221","SRR2923368",12,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"2266","ASV26","SRR2923813",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2282","ASV26","SRR2923382",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"3426","ASV345","SRR2923805",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"3474","ASV378","SRR2923811",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3475","ASV378","SRR2923363",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3497","ASV378","SRR2923747",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3518","ASV378","SRR2923364",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3558","ASV418","SRR2923802",12,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae"
"3677","ASV455","SRR2923358",12,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"3973","ASV51","SRR2923368",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"4023","ASV821","SRR2923375",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"230","ASV1182","SRR2923378",11,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"296","ASV1182","SRR2923358",11,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"500","ASV133","SRR2923362",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"504","ASV133","SRR2923357",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"515","ASV133","SRR2923808",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"640","ASV14","SRR2923360",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"686","ASV1432","SRR2923806",11,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae"
"733","ASV1432","SRR2923757",11,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae"
"1200","ASV164","SRR2923754",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"1274","ASV1689","SRR2923369",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"1441","ASV1919","SRR2923362",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae"
"1801","ASV2196","SRR2923806",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"2051","ASV235","SRR2923378",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2076","ASV235","SRR2923359",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2255","ASV26","SRR2923763",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2322","ASV26","SRR2923391",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2852","ASV30","SRR2923809",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"2901","ASV30","SRR2923385",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3283","ASV334","SRR2923376",11,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3348","ASV34","SRR2923378",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3503","ASV378","SRR2923371",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3736","ASV455","SRR2923792",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"3916","ASV51","SRR2923766",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3944","ASV51","SRR2923808",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"4050","ASV821","SRR2923806",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4152","ASV92","SRR2923802",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"70","ASV1","SRR2923393",10,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"163","ASV107","SRR2923747",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"172","ASV107","SRR2923750",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"195","ASV107","SRR2923382",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"206","ASV107","SRR2923368",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"250","ASV1182","SRR2923350",10,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"267","ASV1182","SRR2923399",10,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinifilaceae"
"315","ASV1229","SRR2923754",10,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"438","ASV1251","SRR2923380",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","UCG-010"
"495","ASV133","SRR2923360",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"718","ASV1432","SRR2923348",10,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae"
"1469","ASV1919","SRR2923789",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales","Caldicoprobacteraceae"
"1765","ASV2060","SRR2923748",10,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae"
"1870","ASV2196","SRR2923362",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"1892","ASV221","SRR2923748",10,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1939","ASV221","SRR2923385",10,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"2003","ASV226","SRR2923395",10,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"2065","ASV235","SRR2923806",10,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"3229","ASV334","SRR2923772",10,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3242","ASV334","SRR2923773",10,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3519","ASV378","SRR2923350",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3902","ASV51","SRR2923791",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3998","ASV821","SRR2923365",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4033","ASV821","SRR2923808",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4048","ASV821","SRR2923397",10,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"302","ASV1229","SRR2923362",9,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"374","ASV1229","SRR2923763",9,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"1105","ASV1638","SRR2923368",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1338","ASV1833","SRR2923792",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or","Hungateiclostridiaceae"
"1714","ASV2037","SRR2923375",9,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae"
"1901","ASV221","SRR2923360",9,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1964","ASV226","SRR2923397",9,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"1992","ASV226","SRR2923375",9,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae"
"2026","ASV235","SRR2923792",9,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2046","ASV235","SRR2923772",9,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2122","ASV2450","SRR2923393",9,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae"
"2315","ASV26","SRR2923350",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2477","ASV28","SRR2923757",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"3464","ASV378","SRR2923358",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3523","ASV378","SRR2923366",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3676","ASV455","SRR2923759",9,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriales_Incertae_Sedis"
"4006","ASV821","SRR2923800",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4070","ASV9","SRR2923400",9,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"75","ASV1","SRR2923787",8,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"104","ASV1001","SRR2923803",8,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"122","ASV1001","SRR2923774",8,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Muribaculaceae"
"323","ASV1229","SRR2923773",8,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"461","ASV133","SRR2923766",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"482","ASV133","SRR2923400",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"502","ASV133","SRR2923371",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"510","ASV133","SRR2923752",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"1242","ASV1689","SRR2923759",8,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae"
"2050","ASV235","SRR2923400",8,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2200","ASV2568","SRR2923808",8,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae"
"2487","ASV28","SRR2923395",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"2542","ASV28","SRR2923387",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"3233","ASV334","SRR2923765",8,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3319","ASV34","SRR2923766",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3330","ASV34","SRR2923375",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3333","ASV34","SRR2923797",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3388","ASV345","SRR2923747",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"3411","ASV345","SRR2923359",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"3442","ASV345","SRR2923354",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"3490","ASV378","SRR2923383",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3495","ASV378","SRR2923400",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3577","ASV418","SRR2923805",8,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae"
"3901","ASV51","SRR2923809",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3913","ASV51","SRR2923797",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3923","ASV51","SRR2923375",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"3989","ASV821","SRR2923763",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4013","ASV821","SRR2923751",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"4045","ASV821","SRR2923787",8,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Butyricicoccaceae"
"164","ASV107","SRR2923355",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"214","ASV107","SRR2923365",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"467","ASV133","SRR2923359",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"681","ASV1432","SRR2923748",7,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae"
"838","ASV1570","SRR2923808",7,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Atopobiaceae"
"944","ASV16","SRR2923803",7,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"1122","ASV1638","SRR2923360",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae"
"1707","ASV2037","SRR2923382",7,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria","Actinomycetales","Actinomycetaceae"
"1825","ASV2196","SRR2923763",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
"1878","ASV221","SRR2923358",7,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"1917","ASV221","SRR2923327",7,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"2091","ASV235","SRR2923371",7,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Eggerthellaceae"
"2165","ASV2450","SRR2923382",7,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Morganellaceae"
"2272","ASV26","SRR2923792",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2320","ASV26","SRR2923353",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2917","ASV30","SRR2923774",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3453","ASV378","SRR2923772",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3510","ASV378","SRR2923752",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae"
"3964","ASV51","SRR2923351",7,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"225","ASV107","SRR2923351",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"328","ASV1229","SRR2923765",6,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"368","ASV1229","SRR2923789",6,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Akkermansiaceae"
"455","ASV133","SRR2923759",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"1804","ASV2196","SRR2923350",6,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Defluviitaleaceae"
