"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order","Family"
"18","ASV1","SRR2923759",789,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"671","ASV14","SRR2923391",774,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"1518","ASV2","SRR2923376",772,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae"
"3860","ASV5","SRR2923802",768,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2518","ASV28","SRR2923358",743,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"3837","ASV5","SRR2923796",735,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"15","ASV1","SRR2923748",717,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"3859","ASV5","SRR2923792",713,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"3616","ASV425","SRR2923393",712,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae"
"597","ASV134","SRR2923368",710,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae"
"3868","ASV5","SRR2923380",695,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2508","ASV28","SRR2923797",687,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"4064","ASV9","SRR2923789",682,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"34","ASV1","SRR2923761",672,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"12","ASV1","SRR2923808",668,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"5","ASV1","SRR2923803",664,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"601","ASV14","SRR2923761",663,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"50","ASV1","SRR2923358",661,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2499","ASV28","SRR2923362",661,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"194","ASV107","SRR2923362",655,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"1534","ASV2","SRR2923789",648,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae"
"3851","ASV5","SRR2923773",646,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2252","ASV26","SRR2923755",638,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"4125","ASV9","SRR2923353",634,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"208","ASV107","SRR2923787",617,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"26","ASV1","SRR2923789",614,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2317","ASV26","SRR2923366",613,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2868","ASV30","SRR2923356",611,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3842","ASV5","SRR2923362",602,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2260","ASV26","SRR2923794",599,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"180","ASV107","SRR2923748",589,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"3894","ASV5","SRR2923378",588,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2524","ASV28","SRR2923752",585,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"190","ASV107","SRR2923797",582,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"609","ASV14","SRR2923395",575,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"1560","ASV2","SRR2923360",575,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae"
"629","ASV14","SRR2923380",572,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"4081","ASV9","SRR2923803",557,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"3840","ASV5","SRR2923766",548,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"4120","ASV9","SRR2923351",547,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"156","ASV107","SRR2923791",540,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"4099","ASV9","SRR2923806",532,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"3836","ASV5","SRR2923759",529,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2294","ASV26","SRR2923787",528,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"457","ASV133","SRR2923794",522,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"1","ASV1","SRR2923327",520,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2918","ASV30","SRR2923752",514,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"2913","ASV30","SRR2923364",509,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"54","ASV1","SRR2923391",508,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2267","ASV26","SRR2923768",497,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"4078","ASV9","SRR2923397",494,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"632","ASV14","SRR2923356",481,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"1128","ASV164","SRR2923813",476,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"154","ASV107","SRR2923799",475,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"52","ASV1","SRR2923399",473,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"37","ASV1","SRR2923752",461,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2","ASV1","SRR2923361",457,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"179","ASV107","SRR2923768",457,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"191","ASV107","SRR2923774",447,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"3304","ASV34","SRR2923789",436,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"3835","ASV5","SRR2923357",431,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"188","ASV107","SRR2923773",426,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"613","ASV14","SRR2923813",423,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"3345","ASV34","SRR2923773",420,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"4172","ASV92","SRR2923378",419,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"3896","ASV5","SRR2923351",418,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"3261","ASV334","SRR2923393",414,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae"
"3351","ASV34","SRR2923808",408,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"663","ASV14","SRR2923375",407,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"1906","ASV221","SRR2923382",407,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"3873","ASV5","SRR2923373",405,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"961","ASV16","SRR2923400",403,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"3324","ASV34","SRR2923362",401,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"1573","ASV2","SRR2923773",399,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae"
"610","ASV14","SRR2923763",398,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"55","ASV1","SRR2923354",397,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2303","ASV26","SRR2923773",396,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"3323","ASV34","SRR2923768",396,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
"71","ASV1","SRR2923771",394,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"1510","ASV2","SRR2923791",392,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae"
"2257","ASV26","SRR2923789",389,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"4080","ASV9","SRR2923794",389,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"3872","ASV5","SRR2923383",388,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"3844","ASV5","SRR2923791",384,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"66","ASV1","SRR2923774",377,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"4084","ASV9","SRR2923747",377,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"205","ASV107","SRR2923806",376,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"1893","ASV221","SRR2923757",375,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sutterellaceae"
"4074","ASV9","SRR2923362",371,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"612","ASV14","SRR2923759",370,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"574","ASV134","SRR2923378",368,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae"
"3895","ASV5","SRR2923327",363,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"2909","ASV30","SRR2923371",358,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"3830","ASV5","SRR2923757",357,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"4068","ASV9","SRR2923771",355,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"63","ASV1","SRR2923360",353,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"481","ASV133","SRR2923763",350,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"171","ASV107","SRR2923358",348,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"3846","ASV5","SRR2923364",348,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"11","ASV1","SRR2923359",340,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2500","ASV28","SRR2923748",337,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"58","ASV1","SRR2923362",336,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"2262","ASV26","SRR2923757",336,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"2319","ASV26","SRR2923351",326,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"4054","ASV9","SRR2923364",326,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"1195","ASV164","SRR2923366",325,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"2507","ASV28","SRR2923376",324,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"178","ASV107","SRR2923380",320,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"166","ASV107","SRR2923766",319,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"1164","ASV164","SRR2923808",318,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"6","ASV1","SRR2923750",310,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae"
"153","ASV107","SRR2923763",310,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"198","ASV107","SRR2923792",308,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"644","ASV14","SRR2923369",308,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"2547","ASV28","SRR2923805",308,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales","Christensenellaceae"
"1524","ASV2","SRR2923362",305,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales","Lachnospiraceae"
"633","ASV14","SRR2923363",302,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"4051","ASV9","SRR2923759",302,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"175","ASV107","SRR2923400",299,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"3877","ASV5","SRR2923376",299,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"1153","ASV164","SRR2923358",298,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"2323","ASV26","SRR2923387",298,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"972","ASV16","SRR2923387",293,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae"
"3828","ASV5","SRR2923748",293,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Ruminococcaceae"
"221","ASV107","SRR2923391",291,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"654","ASV14","SRR2923378",290,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"1170","ASV164","SRR2923796",290,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae"
"2258","ASV26","SRR2923791",289,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"4090","ASV9","SRR2923348",288,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelatoclostridiaceae"
"465","ASV133","SRR2923356",281,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales","Monoglobaceae"
"675","ASV14","SRR2923383",276,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"2299","ASV26","SRR2923364",275,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"666","ASV14","SRR2923387",273,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"181","ASV107","SRR2923356",271,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae"
"618","ASV14","SRR2923748",270,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales","Coriobacteriaceae"
"2318","ASV26","SRR2923805",268,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales","Erysipelotrichaceae"
"3350","ASV34","SRR2923787",267,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Peptostreptococcaceae"
