"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order"
"916","ASV1833","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"917","ASV1833","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"918","ASV1833","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"919","ASV1833","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"920","ASV1833","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"921","ASV1833","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"922","ASV1833","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"923","ASV1833","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"925","ASV1833","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"926","ASV1833","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"927","ASV1833","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"928","ASV1833","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"929","ASV1833","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"930","ASV1833","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"931","ASV1833","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"932","ASV1833","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"933","ASV1833","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"934","ASV1833","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"935","ASV1833","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"936","ASV1833","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"937","ASV1833","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"938","ASV1833","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"939","ASV1833","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"940","ASV1833","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"941","ASV1833","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"943","ASV1833","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"945","ASV1833","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"946","ASV1833","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"947","ASV1833","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"948","ASV1833","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"949","ASV1833","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"950","ASV1833","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"951","ASV1833","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"952","ASV1833","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"953","ASV1833","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"954","ASV1833","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"955","ASV1833","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"956","ASV1833","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"958","ASV1833","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"959","ASV1833","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"960","ASV1833","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"961","ASV1833","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"962","ASV1833","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"963","ASV1833","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"964","ASV1833","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"965","ASV1833","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"966","ASV1833","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"968","ASV1833","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"970","ASV1833","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"971","ASV1833","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"972","ASV1833","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"973","ASV1833","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"974","ASV1833","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"975","ASV1833","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_or"
"976","ASV1913","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"977","ASV1913","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"978","ASV1913","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"979","ASV1913","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"980","ASV1913","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"981","ASV1913","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"982","ASV1913","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"983","ASV1913","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"985","ASV1913","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"986","ASV1913","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"987","ASV1913","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"988","ASV1913","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"989","ASV1913","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"990","ASV1913","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"991","ASV1913","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"992","ASV1913","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"993","ASV1913","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"994","ASV1913","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"995","ASV1913","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"996","ASV1913","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"997","ASV1913","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"998","ASV1913","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"999","ASV1913","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1000","ASV1913","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1001","ASV1913","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1002","ASV1913","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1003","ASV1913","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1004","ASV1913","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1005","ASV1913","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1006","ASV1913","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1007","ASV1913","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1008","ASV1913","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1009","ASV1913","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1010","ASV1913","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1011","ASV1913","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1012","ASV1913","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1013","ASV1913","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1014","ASV1913","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1015","ASV1913","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1016","ASV1913","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1017","ASV1913","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1018","ASV1913","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1019","ASV1913","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1020","ASV1913","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1021","ASV1913","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1022","ASV1913","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1023","ASV1913","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1024","ASV1913","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1025","ASV1913","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1026","ASV1913","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1027","ASV1913","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1028","ASV1913","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1029","ASV1913","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1030","ASV1913","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1031","ASV1913","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1032","ASV1913","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1033","ASV1913","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1034","ASV1913","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1035","ASV1913","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1036","ASV1913","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1037","ASV1913","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1038","ASV1913","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1039","ASV1913","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1040","ASV1913","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1041","ASV1913","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1042","ASV1913","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1043","ASV1913","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1044","ASV1913","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1045","ASV1913","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1046","ASV1913","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1047","ASV1913","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1048","ASV1913","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1049","ASV1913","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1050","ASV1913","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales"
"1051","ASV1919","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1052","ASV1919","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1053","ASV1919","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1054","ASV1919","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1055","ASV1919","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1056","ASV1919","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1057","ASV1919","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1058","ASV1919","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1059","ASV1919","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1060","ASV1919","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1061","ASV1919","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1062","ASV1919","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1063","ASV1919","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1064","ASV1919","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1065","ASV1919","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1066","ASV1919","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1067","ASV1919","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1068","ASV1919","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1069","ASV1919","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1070","ASV1919","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1071","ASV1919","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1072","ASV1919","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1073","ASV1919","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1074","ASV1919","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1075","ASV1919","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1076","ASV1919","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1077","ASV1919","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1078","ASV1919","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1079","ASV1919","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1080","ASV1919","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1081","ASV1919","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1082","ASV1919","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1083","ASV1919","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1084","ASV1919","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1085","ASV1919","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1087","ASV1919","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1088","ASV1919","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1089","ASV1919","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1090","ASV1919","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1091","ASV1919","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1092","ASV1919","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1093","ASV1919","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1094","ASV1919","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1095","ASV1919","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1096","ASV1919","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1097","ASV1919","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1098","ASV1919","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1099","ASV1919","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1100","ASV1919","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1102","ASV1919","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1103","ASV1919","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1104","ASV1919","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1105","ASV1919","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1106","ASV1919","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1107","ASV1919","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1108","ASV1919","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1109","ASV1919","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1110","ASV1919","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1111","ASV1919","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1112","ASV1919","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1113","ASV1919","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1114","ASV1919","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1115","ASV1919","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1116","ASV1919","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1117","ASV1919","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1118","ASV1919","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1119","ASV1919","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1120","ASV1919","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1121","ASV1919","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1122","ASV1919","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1123","ASV1919","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1124","ASV1919","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1125","ASV1919","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Caldicoprobacterales"
"1202","ASV2022","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1203","ASV2022","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1204","ASV2022","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
"1205","ASV2022","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Acholeplasmatales"
