"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class","Order"
"2022","ASV28","SRR2923362",661,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"1150","ASV2","SRR2923789",653,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales"
"50","ASV1","SRR2923752",649,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2854","ASV9","SRR2923353",641,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"1","ASV1","SRR2923327",633,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2901","ASV9","SRR2923773",620,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"436","ASV14","SRR2923380",618,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2108","ASV30","SRR2923356",611,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2863","ASV9","SRR2923806",606,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2879","ASV9","SRR2923364",601,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"405","ASV14","SRR2923395",590,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"42","ASV1","SRR2923391",585,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2011","ASV28","SRR2923752",585,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"1168","ASV2","SRR2923360",575,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales"
"2903","ASV9","SRR2923768",569,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2907","ASV9","SRR2923362",535,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"268","ASV133","SRR2923794",522,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"2722","ASV5","SRR2923373",520,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"23","ASV1","SRR2923361",516,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2156","ASV30","SRR2923752",514,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"18","ASV1","SRR2923773",512,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2167","ASV30","SRR2923364",509,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"378","ASV14","SRR2923356",507,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"63","ASV1","SRR2923362",503,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"399","ASV14","SRR2923763",499,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"437","ASV14","SRR2923375",498,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2714","ASV5","SRR2923383",492,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"25","ASV1","SRR2923399",483,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"791","ASV164","SRR2923813",476,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2529","ASV34","SRR2923773",475,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2923","ASV9","SRR2923387",474,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2531","ASV34","SRR2923768",468,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"45","ASV1","SRR2923774",466,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2746","ASV5","SRR2923376",466,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"2864","ASV9","SRR2923348",466,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2704","ASV5","SRR2923351",462,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"2904","ASV9","SRR2923771",458,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2502","ASV34","SRR2923789",452,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2735","ASV5","SRR2923327",444,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"2892","ASV9","SRR2923757",426,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"401","ASV14","SRR2923813",423,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2456","ASV334","SRR2923393",423,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"427","ASV14","SRR2923759",421,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2150","ASV30","SRR2923371",419,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2949","ASV92","SRR2923378",419,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"2492","ASV34","SRR2923362",418,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2734","ASV5","SRR2923757",414,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"44","ASV1","SRR2923387",411,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2510","ASV34","SRR2923808",408,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"1484","ASV221","SRR2923382",407,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"1126","ASV2","SRR2923773",399,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales"
"2910","ASV9","SRR2923747",397,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"448","ASV14","SRR2923363",394,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"1177","ASV2","SRR2923791",392,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales"
"64","ASV1","SRR2923359",386,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"1460","ASV221","SRR2923757",375,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"2488","ASV34","SRR2923787",375,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"60","ASV1","SRR2923376",374,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"273","ASV133","SRR2923763",350,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"435","ASV14","SRR2923387",344,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"389","ASV14","SRR2923748",343,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"412","ASV14","SRR2923369",343,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"66","ASV1","SRR2923750",342,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"2919","ASV9","SRR2923759",339,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"31","ASV1","SRR2923791",337,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"1998","ASV28","SRR2923748",337,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"770","ASV164","SRR2923366",325,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2897","ASV9","SRR2923805",325,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2021","ASV28","SRR2923376",324,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"407","ASV14","SRR2923383",319,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"815","ASV164","SRR2923808",318,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2881","ASV9","SRR2923358",317,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"1200","ASV2","SRR2923362",315,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Lachnospirales"
"2014","ASV28","SRR2923805",308,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"396","ASV14","SRR2923378",301,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"766","ASV164","SRR2923358",298,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2174","ASV30","SRR2923382",297,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2914","ASV9","SRR2923791",294,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"789","ASV164","SRR2923796",290,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2542","ASV34","SRR2923791",289,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"229","ASV133","SRR2923356",281,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"2855","ASV9","SRR2923354",277,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"419","ASV14","SRR2923397",273,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2976","ASV92","SRR2923373",264,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"762","ASV164","SRR2923354",260,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2716","ASV5","SRR2923385",256,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"421","ASV14","SRR2923385",251,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2537","ASV34","SRR2923750",241,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2154","ASV30","SRR2923750",238,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2478","ASV34","SRR2923358",235,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"408","ASV14","SRR2923789",233,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2165","ASV30","SRR2923768",233,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2127","ASV30","SRR2923399",227,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2451","ASV334","SRR2923399",227,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2441","ASV334","SRR2923382",226,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales"
"2742","ASV5","SRR2923355",224,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"2857","ASV9","SRR2923355",224,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2868","ASV9","SRR2923748",224,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2875","ASV9","SRR2923799",224,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"387","ASV14","SRR2923811",223,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2709","ASV5","SRR2923390",222,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Oscillospirales"
"2915","ASV9","SRR2923380",222,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"757","ASV164","SRR2923349",219,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"783","ASV164","SRR2923390",219,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"1989","ASV28","SRR2923792",217,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"2495","ASV34","SRR2923751",215,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2908","ASV9","SRR2923359",215,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2514","ASV34","SRR2923794",213,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2924","ASV9","SRR2923382",212,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"415","ASV14","SRR2923752",211,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"1976","ASV28","SRR2923774",211,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Christensenellales"
"2312","ASV306","SRR2923805",203,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2493","ASV34","SRR2923363",203,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2505","ASV34","SRR2923761",203,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2496","ASV34","SRR2923806",200,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2969","ASV92","SRR2923399",200,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"2267","ASV306","SRR2923369",199,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2135","ASV30","SRR2923368",198,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2960","ASV92","SRR2923787",198,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"249","ASV133","SRR2923799",197,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"2906","ASV9","SRR2923365",193,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"428","ASV14","SRR2923362",190,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2507","ASV34","SRR2923364",190,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"2142","ASV30","SRR2923747",189,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"241","ASV133","SRR2923353",188,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Monoglobales"
"46","ASV1","SRR2923375",187,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales"
"404","ASV14","SRR2923803",186,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"417","ASV14","SRR2923400",184,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"410","ASV14","SRR2923766",182,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2917","ASV9","SRR2923376",179,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"391","ASV14","SRR2923797",178,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2262","ASV306","SRR2923358",178,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"819","ASV164","SRR2923382",177,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"1461","ASV221","SRR2923813",176,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"2130","ASV30","SRR2923800",175,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2576","ASV345","SRR2923773",175,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"445","ASV14","SRR2923774",174,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2140","ASV30","SRR2923749",174,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Lactobacillales"
"2617","ASV345","SRR2923748",172,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridiales"
"790","ASV164","SRR2923378",170,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales"
"2878","ASV9","SRR2923763",168,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2952","ASV92","SRR2923763",168,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"2991","ASV92","SRR2923376",166,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"2289","ASV306","SRR2923789",164,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"2490","ASV34","SRR2923356",164,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales"
"430","ASV14","SRR2923809",163,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"1449","ASV221","SRR2923366",162,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales"
"2884","ASV9","SRR2923356",162,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli","Erysipelotrichales"
"2984","ASV92","SRR2923387",161,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes","Acidaminococcales"
"450","ASV14","SRR2923754",158,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2296","ASV306","SRR2923748",157,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"377","ASV14","SRR2923355",156,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"2263","ASV306","SRR2923364",156,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia","Clostridia_UCG-014"
"395","ASV14","SRR2923772",154,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
"422","ASV14","SRR2923791",154,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia","Coriobacteriales"
