"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum"
"407","ASV1913","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"408","ASV1913","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"409","ASV1913","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"410","ASV1913","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"411","ASV1913","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"412","ASV1913","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"413","ASV1913","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"414","ASV1913","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"415","ASV1913","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"416","ASV1913","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"417","ASV1913","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"418","ASV1913","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"419","ASV1913","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"420","ASV1913","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"421","ASV1913","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"423","ASV1913","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"424","ASV1913","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"425","ASV1913","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"426","ASV1913","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"427","ASV1913","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"428","ASV1913","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"429","ASV1913","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"430","ASV1913","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"431","ASV1913","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"432","ASV1913","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"433","ASV1913","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"434","ASV1913","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"435","ASV1913","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"436","ASV1913","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"437","ASV1913","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"438","ASV1913","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"439","ASV1913","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"440","ASV1913","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"441","ASV1913","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"442","ASV1913","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"443","ASV1913","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"444","ASV1913","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"445","ASV1913","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"446","ASV1913","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"447","ASV1913","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"448","ASV1913","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"449","ASV1913","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"450","ASV1913","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota"
"526","ASV2060","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"527","ASV2060","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"528","ASV2060","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"529","ASV2060","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"530","ASV2060","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"531","ASV2060","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"532","ASV2060","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"533","ASV2060","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"534","ASV2060","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"535","ASV2060","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"536","ASV2060","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"537","ASV2060","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"538","ASV2060","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"539","ASV2060","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"540","ASV2060","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"541","ASV2060","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"542","ASV2060","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"543","ASV2060","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"544","ASV2060","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"545","ASV2060","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"546","ASV2060","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"547","ASV2060","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"548","ASV2060","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"549","ASV2060","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"550","ASV2060","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"551","ASV2060","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"552","ASV2060","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"553","ASV2060","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"555","ASV2060","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"556","ASV2060","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"557","ASV2060","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"558","ASV2060","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"559","ASV2060","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"560","ASV2060","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"561","ASV2060","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"562","ASV2060","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"563","ASV2060","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"564","ASV2060","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"565","ASV2060","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"566","ASV2060","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"567","ASV2060","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"568","ASV2060","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"569","ASV2060","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"570","ASV2060","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"571","ASV2060","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"573","ASV2060","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"574","ASV2060","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"576","ASV2060","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"577","ASV2060","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"578","ASV2060","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"579","ASV2060","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"580","ASV2060","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"581","ASV2060","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"582","ASV2060","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"583","ASV2060","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"584","ASV2060","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"585","ASV2060","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"586","ASV2060","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"587","ASV2060","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"588","ASV2060","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"589","ASV2060","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"590","ASV2060","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"591","ASV2060","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"592","ASV2060","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"593","ASV2060","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"594","ASV2060","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"595","ASV2060","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"596","ASV2060","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"597","ASV2060","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"598","ASV2060","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"599","ASV2060","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"600","ASV2060","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota"
"608","ASV221","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"612","ASV221","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"617","ASV221","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"618","ASV221","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"621","ASV221","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"625","ASV221","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"627","ASV221","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"630","ASV221","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"635","ASV221","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"638","ASV221","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"641","ASV221","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"644","ASV221","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"648","ASV221","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"650","ASV221","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"652","ASV221","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"659","ASV221","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"661","ASV221","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"667","ASV221","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"669","ASV221","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria"
"676","ASV2748","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"677","ASV2748","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"678","ASV2748","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"679","ASV2748","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"680","ASV2748","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"681","ASV2748","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"682","ASV2748","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"683","ASV2748","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"684","ASV2748","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"685","ASV2748","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"686","ASV2748","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"687","ASV2748","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"688","ASV2748","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"689","ASV2748","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"690","ASV2748","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"691","ASV2748","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"692","ASV2748","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"693","ASV2748","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"694","ASV2748","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"695","ASV2748","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"696","ASV2748","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"697","ASV2748","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"698","ASV2748","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"699","ASV2748","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"700","ASV2748","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"701","ASV2748","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"702","ASV2748","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"703","ASV2748","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"704","ASV2748","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"705","ASV2748","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"706","ASV2748","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"707","ASV2748","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"708","ASV2748","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"709","ASV2748","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"710","ASV2748","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"711","ASV2748","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"712","ASV2748","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"713","ASV2748","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"714","ASV2748","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"715","ASV2748","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"716","ASV2748","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"717","ASV2748","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"718","ASV2748","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"719","ASV2748","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"720","ASV2748","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"721","ASV2748","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"722","ASV2748","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"723","ASV2748","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"724","ASV2748","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"725","ASV2748","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"727","ASV2748","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"728","ASV2748","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"729","ASV2748","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"730","ASV2748","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"731","ASV2748","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"732","ASV2748","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"733","ASV2748","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"734","ASV2748","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"735","ASV2748","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"736","ASV2748","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"737","ASV2748","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"738","ASV2748","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"739","ASV2748","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"740","ASV2748","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"741","ASV2748","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"742","ASV2748","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"743","ASV2748","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"744","ASV2748","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"745","ASV2748","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"746","ASV2748","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"747","ASV2748","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"748","ASV2748","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"749","ASV2748","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"750","ASV2748","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota"
"751","ASV3144","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"752","ASV3144","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"753","ASV3144","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"754","ASV3144","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"755","ASV3144","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"756","ASV3144","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"757","ASV3144","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"758","ASV3144","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"759","ASV3144","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"760","ASV3144","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"761","ASV3144","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"762","ASV3144","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"763","ASV3144","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"764","ASV3144","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"765","ASV3144","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"766","ASV3144","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"767","ASV3144","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"768","ASV3144","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"769","ASV3144","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"770","ASV3144","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"771","ASV3144","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"772","ASV3144","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"773","ASV3144","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"774","ASV3144","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"775","ASV3144","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"776","ASV3144","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"777","ASV3144","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"778","ASV3144","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"779","ASV3144","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"780","ASV3144","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"781","ASV3144","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"782","ASV3144","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"783","ASV3144","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"784","ASV3144","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"785","ASV3144","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"786","ASV3144","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"787","ASV3144","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"788","ASV3144","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"789","ASV3144","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"790","ASV3144","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"791","ASV3144","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"792","ASV3144","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"793","ASV3144","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"794","ASV3144","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"795","ASV3144","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"796","ASV3144","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"797","ASV3144","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"798","ASV3144","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"799","ASV3144","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"800","ASV3144","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"801","ASV3144","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"802","ASV3144","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"803","ASV3144","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"804","ASV3144","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"806","ASV3144","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"807","ASV3144","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"808","ASV3144","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"809","ASV3144","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"810","ASV3144","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"811","ASV3144","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"812","ASV3144","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"813","ASV3144","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"814","ASV3144","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"815","ASV3144","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"816","ASV3144","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"817","ASV3144","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
"818","ASV3144","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria"
