"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class"
"1213","ASV92","SRR2923763",168,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1247","ASV92","SRR2923376",166,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"257","ASV14","SRR2923809",163,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"749","ASV221","SRR2923366",162,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1216","ASV92","SRR2923351",160,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"255","ASV14","SRR2923754",158,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1126","ASV9","SRR2923802",158,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1192","ASV9","SRR2923797",158,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"273","ASV14","SRR2923355",156,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"237","ASV14","SRR2923772",154,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"296","ASV14","SRR2923791",154,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"2","ASV1","SRR2923763",152,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"254","ASV14","SRR2923796",152,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"230","ASV14","SRR2923773",149,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"264","ASV14","SRR2923806",148,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"568","ASV2","SRR2923393",148,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Clostridia"
"1148","ASV9","SRR2923754",146,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1244","ASV92","SRR2923747",145,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"69","ASV1","SRR2923383",142,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"1186","ASV9","SRR2923357",141,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"676","ASV221","SRR2923398",137,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"720","ASV221","SRR2923385",136,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"59","ASV1","SRR2923806",133,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"706","ASV221","SRR2923808",132,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1128","ASV9","SRR2923751",127,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1179","ASV9","SRR2923400",121,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"299","ASV14","SRR2923366",120,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"300","ASV14","SRR2923365",115,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1242","ASV92","SRR2923799",112,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1218","ASV92","SRR2923348",111,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1166","ASV9","SRR2923375",110,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1142","ASV9","SRR2923766",109,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"750","ASV221","SRR2923751",108,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1262","ASV92","SRR2923371",107,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1270","ASV92","SRR2923364",106,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1147","ASV9","SRR2923385",104,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1255","ASV92","SRR2923771",102,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1138","ASV9","SRR2923383",101,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1209","ASV92","SRR2923761",97,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"235","ASV14","SRR2923747",96,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"226","ASV14","SRR2923398",95,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1183","ASV9","SRR2923360",95,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1204","ASV92","SRR2923765",95,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1263","ASV92","SRR2923357",95,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1101","ASV868","SRR2923358",93,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1203","ASV92","SRR2923757",91,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1152","ASV9","SRR2923327",90,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1228","ASV92","SRR2923792",89,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"238","ASV14","SRR2923771",85,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1229","ASV92","SRR2923751",81,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"17","ASV1","SRR2923787",80,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"692","ASV221","SRR2923768",80,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"722","ASV221","SRR2923355",79,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1145","ASV9","SRR2923398",79,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1150","ASV9","SRR2923350",79,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1234","ASV92","SRR2923789",77,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1206","ASV92","SRR2923398",76,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"727","ASV221","SRR2923390",72,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"683","ASV221","SRR2923747",71,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"700","ASV221","SRR2923348",71,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"730","ASV221","SRR2923796",70,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1265","ASV92","SRR2923797",70,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"98","ASV1073","SRR2923799",69,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"1232","ASV92","SRR2923772",64,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1250","ASV92","SRR2923383",64,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"231","ASV14","SRR2923757",63,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"284","ASV14","SRR2923358",63,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"715","ASV221","SRR2923789",63,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"744","ASV221","SRR2923365",63,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1149","ASV9","SRR2923373",63,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1259","ASV92","SRR2923360",63,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"115","ASV1073","SRR2923800",62,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"1226","ASV92","SRR2923809",62,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1241","ASV92","SRR2923355",62,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1227","ASV92","SRR2923400",61,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1238","ASV92","SRR2923768",61,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"709","ASV221","SRR2923750",60,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1239","ASV92","SRR2923774",60,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"285","ASV14","SRR2923373",58,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"297","ASV14","SRR2923364",58,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1230","ASV92","SRR2923805",58,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"698","ASV221","SRR2923765",57,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1205","ASV92","SRR2923759",54,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"275","ASV14","SRR2923351",53,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"704","ASV221","SRR2923378",53,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"707","ASV221","SRR2923350",53,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1173","ASV9","SRR2923349",52,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1214","ASV92","SRR2923327",51,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"292","ASV14","SRR2923376",50,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"426","ASV1689","SRR2923808",50,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"682","ASV221","SRR2923400",50,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"60","ASV1","SRR2923369",49,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"277","ASV14","SRR2923794",49,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"734","ASV221","SRR2923373",48,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1240","ASV92","SRR2923803",46,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"735","ASV221","SRR2923809",44,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"747","ASV221","SRR2923797",44,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"740","ASV221","SRR2923362",43,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"15","ASV1","SRR2923755",42,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"329","ASV1432","SRR2923754",42,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"1224","ASV92","SRR2923791",42,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1251","ASV92","SRR2923385",42,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1266","ASV92","SRR2923359",41,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"234","ASV14","SRR2923768",38,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1160","ASV9","SRR2923361",38,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"1219","ASV92","SRR2923752",38,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"712","ASV221","SRR2923805",36,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1253","ASV92","SRR2923362",36,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"228","ASV14","SRR2923755",35,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1188","ASV9","SRR2923796",35,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"718","ASV221","SRR2923354",34,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1191","ASV9","SRR2923809",34,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Bacilli"
"742","ASV221","SRR2923800",33,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1225","ASV92","SRR2923350",33,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"113","ASV1073","SRR2923757",32,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"1249","ASV92","SRR2923361",32,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1271","ASV92","SRR2923365",31,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1273","ASV92","SRR2923749",29,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"746","ASV221","SRR2923368",28,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"70","ASV1","SRR2923397",27,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"247","ASV14","SRR2923805",27,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"1222","ASV92","SRR2923773",26,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1268","ASV92","SRR2923368",25,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"250","ASV14","SRR2923348",24,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"258","ASV14","SRR2923350",24,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"728","ASV221","SRR2923376",24,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"263","ASV14","SRR2923765",23,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"689","ASV221","SRR2923759",23,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"724","ASV221","SRR2923351",23,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"260","ASV14","SRR2923750",22,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"291","ASV14","SRR2923361",22,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"306","ASV1432","SRR2923761",22,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"499","ASV1913","SRR2923351",21,"stool","Ringel","NA","NA","1st","Bacteria","Fusobacteriota","Fusobacteriia"
"253","ASV14","SRR2923802",20,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"261","ASV14","SRR2923751",20,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"269","ASV14","SRR2923354",20,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"287","ASV14","SRR2923792",20,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"322","ASV1432","SRR2923771",20,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"343","ASV1432","SRR2923358",19,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"686","ASV221","SRR2923356",19,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"702","ASV221","SRR2923806",19,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"236","ASV14","SRR2923800",18,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"427","ASV1689","SRR2923371",18,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"39","ASV1","SRR2923380",17,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"364","ASV1432","SRR2923805",17,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"601","ASV2060","SRR2923773",17,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia"
"687","ASV221","SRR2923771",17,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"351","ASV1432","SRR2923375",16,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"406","ASV1689","SRR2923794",16,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"1246","ASV92","SRR2923800",16,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"278","ASV14","SRR2923360",15,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"732","ASV221","SRR2923754",15,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1217","ASV92","SRR2923811",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1272","ASV92","SRR2923380",15,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"691","ASV221","SRR2923772",14,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"419","ASV1689","SRR2923750",13,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"609","ASV2060","SRR2923797",13,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia"
"126","ASV1073","SRR2923805",12,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"172","ASV1229","SRR2923376",12,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"376","ASV1689","SRR2923759",12,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"415","ASV1689","SRR2923803",12,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"685","ASV221","SRR2923773",12,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"710","ASV221","SRR2923792",12,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1208","ASV92","SRR2923393",12,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"132","ASV1073","SRR2923376",11,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"293","ASV14","SRR2923359",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"341","ASV1432","SRR2923806",11,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"350","ASV1432","SRR2923757",11,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"423","ASV1689","SRR2923369",11,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"680","ASV221","SRR2923358",11,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1223","ASV92","SRR2923754",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"1236","ASV92","SRR2923802",11,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"37","ASV1","SRR2923393",10,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"187","ASV1229","SRR2923754",10,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"310","ASV1432","SRR2923348",10,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"674","ASV2060","SRR2923748",10,"stool","Ringel","NA","NA","1st","Bacteria","Synergistota","Synergistia"
"688","ASV221","SRR2923748",10,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"162","ASV1229","SRR2923362",9,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"204","ASV1229","SRR2923763",9,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"440","ASV1689","SRR2923382",9,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"445","ASV1689","SRR2923375",9,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"714","ASV221","SRR2923360",9,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"163","ASV1229","SRR2923773",8,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"283","ASV14","SRR2923371",7,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"315","ASV1432","SRR2923748",7,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"696","ASV221","SRR2923327",7,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"55","ASV1","SRR2923363",6,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"133","ASV1073","SRR2923791",6,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"167","ASV1229","SRR2923765",6,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"210","ASV1229","SRR2923789",6,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"233","ASV14","SRR2923799",6,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"276","ASV14","SRR2923368",6,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"705","ASV221","SRR2923749",6,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"1110","ASV868","SRR2923806",6,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"160","ASV1229","SRR2923768",5,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"184","ASV1229","SRR2923759",5,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"697","ASV221","SRR2923359",5,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"713","ASV221","SRR2923794",5,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"794","ASV2748","SRR2923349",5,"stool","Ringel","NA","NA","1st","Bacteria","Campilobacterota","Campylobacteria"
"850","ASV2775","SRR2923366",5,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"1258","ASV92","SRR2923369",5,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Negativicutes"
"96","ASV1073","SRR2923755",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"143","ASV1073","SRR2923806",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"209","ASV1229","SRR2923375",4,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"358","ASV1432","SRR2923809",4,"stool","Ringel","NA","NA","1st","Bacteria","Desulfobacterota","Desulfovibrionia"
"395","ASV1689","SRR2923789",4,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"679","ASV221","SRR2923395",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"729","ASV221","SRR2923383",4,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"916","ASV2905","SRR2923748",4,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"431","ASV1689","SRR2923380",3,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"693","ASV221","SRR2923761",3,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"723","ASV221","SRR2923803",3,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Gammaproteobacteria"
"152","ASV1229","SRR2923799",2,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"211","ASV1229","SRR2923806",2,"stool","Ringel","NA","NA","1st","Bacteria","Verrucomicrobiota","Verrucomicrobiae"
"294","ASV14","SRR2923357",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Coriobacteriia"
"377","ASV1689","SRR2923353",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"383","ASV1689","SRR2923773",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"420","ASV1689","SRR2923811",2,"stool","Ringel","NA","NA","1st","Bacteria","Actinobacteriota","Actinobacteria"
"917","ASV2905","SRR2923773",2,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"994","ASV3144","SRR2923391",2,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"29","ASV1","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"36","ASV1","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"45","ASV1","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"46","ASV1","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Bacteroidota","Bacteroidia"
"76","ASV1073","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"77","ASV1073","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"78","ASV1073","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"79","ASV1073","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"80","ASV1073","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"81","ASV1073","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"82","ASV1073","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"83","ASV1073","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"84","ASV1073","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
"85","ASV1073","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Proteobacteria","Alphaproteobacteria"
