"","OTU","Sample","Abundance","sample_type","author","host_disease","host_subtype","Collection","Kingdom","Phylum","Class"
"849","ASV2775","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"851","ASV2775","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"852","ASV2775","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"853","ASV2775","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"854","ASV2775","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"855","ASV2775","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"856","ASV2775","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"857","ASV2775","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"858","ASV2775","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"859","ASV2775","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"860","ASV2775","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"861","ASV2775","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"862","ASV2775","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"863","ASV2775","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"864","ASV2775","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"865","ASV2775","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"866","ASV2775","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"867","ASV2775","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"868","ASV2775","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"869","ASV2775","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"870","ASV2775","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"871","ASV2775","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"872","ASV2775","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"873","ASV2775","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"874","ASV2775","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"875","ASV2775","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"876","ASV2775","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"877","ASV2775","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"878","ASV2775","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"879","ASV2775","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"880","ASV2775","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"881","ASV2775","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"882","ASV2775","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"883","ASV2775","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"884","ASV2775","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"885","ASV2775","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"886","ASV2775","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"887","ASV2775","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"888","ASV2775","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"889","ASV2775","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"890","ASV2775","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"891","ASV2775","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"892","ASV2775","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"893","ASV2775","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"894","ASV2775","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"895","ASV2775","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"896","ASV2775","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"897","ASV2775","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"898","ASV2775","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"899","ASV2775","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"900","ASV2775","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Cyanobacteriia"
"901","ASV2905","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"902","ASV2905","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"903","ASV2905","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"904","ASV2905","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"905","ASV2905","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"906","ASV2905","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"907","ASV2905","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"908","ASV2905","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"909","ASV2905","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"910","ASV2905","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"911","ASV2905","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"912","ASV2905","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"913","ASV2905","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"914","ASV2905","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"915","ASV2905","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"918","ASV2905","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"919","ASV2905","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"920","ASV2905","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"921","ASV2905","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"922","ASV2905","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"923","ASV2905","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"924","ASV2905","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"925","ASV2905","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"926","ASV2905","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"927","ASV2905","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"928","ASV2905","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"929","ASV2905","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"930","ASV2905","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"931","ASV2905","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"932","ASV2905","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"933","ASV2905","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"934","ASV2905","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"935","ASV2905","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"936","ASV2905","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"937","ASV2905","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"938","ASV2905","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"939","ASV2905","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"940","ASV2905","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"941","ASV2905","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"942","ASV2905","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"943","ASV2905","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"944","ASV2905","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"945","ASV2905","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"946","ASV2905","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"947","ASV2905","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"948","ASV2905","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"949","ASV2905","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"950","ASV2905","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"951","ASV2905","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"952","ASV2905","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"953","ASV2905","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"954","ASV2905","SRR2923391",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"955","ASV2905","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"956","ASV2905","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"957","ASV2905","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"958","ASV2905","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"959","ASV2905","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"960","ASV2905","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"961","ASV2905","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"962","ASV2905","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"963","ASV2905","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"964","ASV2905","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"965","ASV2905","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"966","ASV2905","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"967","ASV2905","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"968","ASV2905","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"969","ASV2905","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"970","ASV2905","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"971","ASV2905","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"972","ASV2905","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"973","ASV2905","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"974","ASV2905","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"975","ASV2905","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Firmicutes","Incertae_Sedis"
"976","ASV3144","SRR2923393",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"977","ASV3144","SRR2923365",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"978","ASV3144","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"979","ASV3144","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"980","ASV3144","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"981","ASV3144","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"982","ASV3144","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"983","ASV3144","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"984","ASV3144","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"985","ASV3144","SRR2923358",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"986","ASV3144","SRR2923806",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"987","ASV3144","SRR2923366",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"988","ASV3144","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"989","ASV3144","SRR2923359",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"990","ASV3144","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"991","ASV3144","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"992","ASV3144","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"993","ASV3144","SRR2923397",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"995","ASV3144","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"996","ASV3144","SRR2923789",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"997","ASV3144","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"998","ASV3144","SRR2923378",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"999","ASV3144","SRR2923808",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1000","ASV3144","SRR2923362",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1001","ASV3144","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1002","ASV3144","SRR2923380",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1003","ASV3144","SRR2923792",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1004","ASV3144","SRR2923368",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1005","ASV3144","SRR2923805",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1006","ASV3144","SRR2923360",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1007","ASV3144","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1008","ASV3144","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1009","ASV3144","SRR2923353",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1010","ASV3144","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1011","ASV3144","SRR2923802",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1012","ASV3144","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1013","ASV3144","SRR2923385",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1014","ASV3144","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1015","ASV3144","SRR2923373",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1016","ASV3144","SRR2923809",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1017","ASV3144","SRR2923363",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1018","ASV3144","SRR2923799",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1019","ASV3144","SRR2923382",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1020","ASV3144","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1021","ASV3144","SRR2923369",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1022","ASV3144","SRR2923348",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1023","ASV3144","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1024","ASV3144","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1025","ASV3144","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1026","ASV3144","SRR2923354",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1027","ASV3144","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1028","ASV3144","SRR2923803",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1029","ASV3144","SRR2923761",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1030","ASV3144","SRR2923387",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1031","ASV3144","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1032","ASV3144","SRR2923375",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1033","ASV3144","SRR2923811",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1034","ASV3144","SRR2923364",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1035","ASV3144","SRR2923800",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1036","ASV3144","SRR2923383",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1037","ASV3144","SRR2923357",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1038","ASV3144","SRR2923371",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1039","ASV3144","SRR2923349",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1040","ASV3144","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1041","ASV3144","SRR2923797",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1042","ASV3144","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1043","ASV3144","SRR2923355",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1044","ASV3144","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1045","ASV3144","SRR2923327",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1046","ASV3144","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1047","ASV3144","SRR2923390",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1048","ASV3144","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1049","ASV3144","SRR2923376",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1050","ASV3144","SRR2923813",0,"stool","Ringel","NA","NA","1st","Bacteria","Patescibacteria","Saccharimonadia"
"1051","ASV868","SRR2923399",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1052","ASV868","SRR2923763",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1053","ASV868","SRR2923749",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1054","ASV868","SRR2923750",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1055","ASV868","SRR2923752",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1056","ASV868","SRR2923765",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1057","ASV868","SRR2923755",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1058","ASV868","SRR2923773",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1059","ASV868","SRR2923754",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1060","ASV868","SRR2923747",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1061","ASV868","SRR2923757",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1062","ASV868","SRR2923774",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1063","ASV868","SRR2923400",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1064","ASV868","SRR2923748",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1065","ASV868","SRR2923766",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1066","ASV868","SRR2923787",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1067","ASV868","SRR2923794",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1068","ASV868","SRR2923772",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1069","ASV868","SRR2923751",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1070","ASV868","SRR2923759",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1071","ASV868","SRR2923796",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1072","ASV868","SRR2923361",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1073","ASV868","SRR2923398",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1074","ASV868","SRR2923768",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1075","ASV868","SRR2923350",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1076","ASV868","SRR2923395",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1077","ASV868","SRR2923791",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1078","ASV868","SRR2923771",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1079","ASV868","SRR2923351",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
"1080","ASV868","SRR2923356",0,"stool","Ringel","NA","NA","1st","Bacteria","Cyanobacteria","Vampirivibrionia"
